Item,2016.01,2016.02,2016.03,2016.04,2016.05,2016.06,2016.07,2016.08,2016.09,2016.1,2016.11,2016.12
M2,1416319.55,1424618.67792,1446198.03,1445209.59,1461695.11,1490491.83,1491558.72,1510982.91,1516360.5,1519485.4,1530432.06,1550066.66781
M1,412685.64,392504.69635,411581.31,413504.84,424250.7,443643.7,442934.43,454543.6,454340.25,465446.65,475405.54,486557.237371
M0,72526.51,69421.4953555,64651.21,64403.17,62780.71,62818.89,63276.01,63454.7,65068.62,64214.93,64903.5,68303.8678028
